ZIPCode,State,ZIPCodeType,POName,PrimaryRUCA,SecondaryRUCA
01566,MA,ZIP Code Area,Sturbridge,4,4
01568,MA,ZIP Code Area,Upton,2,2
01569,MA,ZIP Code Area,Uxbridge,1,1
01570,MA,ZIP Code Area,Webster,1,1
01571,MA,ZIP Code Area,Dudley,1,1
01581,MA,ZIP Code Area,Westborough,1,1
01583,MA,ZIP Code Area,West Boylston,1,1
01585,MA,ZIP Code Area,West Brookfield,10,10
01586,MA,Post Office or large volume customer,West Millbury,1,1
01588,MA,ZIP Code Area,Whitinsville,1,1
01590,MA,ZIP Code Area,Sutton,1,1
01601,MA,Post Office or large volume customer,Worcester,1,1
01602,MA,ZIP Code Area,Worcester,1,1
01603,MA,ZIP Code Area,Worcester,1,1
01604,MA,ZIP Code Area,Worcester,1,1
01605,MA,ZIP Code Area,Worcester,1,1
01606,MA,ZIP Code Area,Worcester,1,1
01607,MA,ZIP Code Area,Worcester,1,1
01608,MA,ZIP Code Area,Worcester,1,1
01609,MA,ZIP Code Area,Worcester,1,1
01610,MA,ZIP Code Area,Worcester,1,1
01611,MA,ZIP Code Area,Cherry Valley,1,1
01612,MA,ZIP Code Area,Paxton,2,2
01613,MA,Post Office or large volume customer,Worcester,1,1
01614,MA,Post Office or large volume customer,Worcester,1,1
01615,MA,Post Office or large volume customer,Worcester,1,1
01653,MA,Post Office or large volume customer,Worcester,1,1
01655,MA,Post Office or large volume customer,Worcester,1,1
01701,MA,ZIP Code Area,Framingham,1,1
01702,MA,ZIP Code Area,Framingham,1,1
01703,MA,Post Office or large volume customer,Framingham,1,1
01704,MA,Post Office or large volume customer,Framingham,1,1
01705,MA,Post Office or large volume customer,Framingham,1,1
01718,MA,ZIP Code Area,Acton,1,1
01719,MA,ZIP Code Area,Boxborough,1,1
01720,MA,ZIP Code Area,Acton,1,1
01721,MA,ZIP Code Area,Ashland,1,1
01730,MA,ZIP Code Area,Bedford,1,1
01731,MA,ZIP Code Area,Hanscom AFB,1,1
01740,MA,ZIP Code Area,Bolton,2,2
01741,MA,ZIP Code Area,Carlisle,2,2
01742,MA,ZIP Code Area,Concord,1,1
01745,MA,ZIP Code Area,Fayville,1,1
01746,MA,ZIP Code Area,Holliston,1,1
01747,MA,ZIP Code Area,Hopedale,1,1
01748,MA,ZIP Code Area,Hopkinton,1,1
01749,MA,ZIP Code Area,Hudson,1,1
01752,MA,ZIP Code Area,Marlborough,1,1
01754,MA,ZIP Code Area,Maynard,1,1
01756,MA,ZIP Code Area,Mendon,2,2
01757,MA,ZIP Code Area,Milford,1,1
01760,MA,ZIP Code Area,Natick,1,1
01770,MA,ZIP Code Area,Sherborn,2,2
01772,MA,ZIP Code Area,Southborough,1,1
01773,MA,ZIP Code Area,Lincoln,1,1
01775,MA,ZIP Code Area,Stow,1,1
01776,MA,ZIP Code Area,Sudbury,1,1
01778,MA,ZIP Code Area,Wayland,1,1
01784,MA,Post Office or large volume customer,Woodville,1,1
01801,MA,ZIP Code Area,Woburn,1,1
01803,MA,ZIP Code Area,Burlington,1,1
01805,MA,Post Office or large volume customer,Burlington,1,1
01810,MA,ZIP Code Area,Andover,1,1
01812,MA,Post Office or large volume customer,Andover,1,1
01813,MA,Post Office or large volume customer,Woburn,1,1
01815,MA,Post Office or large volume customer,Woburn,1,1
01821,MA,ZIP Code Area,Billerica,1,1
01822,MA,Post Office or large volume customer,Billerica,1,1
01824,MA,ZIP Code Area,Chelmsford,1,1
01826,MA,ZIP Code Area,Dracut,1,1
01827,MA,ZIP Code Area,Dunstable,2,2
01830,MA,ZIP Code Area,Haverhill,1,1
01831,MA,Post Office or large volume customer,Haverhill,1,1
01832,MA,ZIP Code Area,Haverhill,1,1
01833,MA,ZIP Code Area,Georgetown,1,1
01834,MA,ZIP Code Area,Groveland,1,1
01835,MA,ZIP Code Area,Haverhill,1,1
01840,MA,ZIP Code Area,Lawrence,1,1
01841,MA,ZIP Code Area,Lawrence,1,1
01842,MA,Post Office or large volume customer,Lawrence,1,1
01843,MA,ZIP Code Area,Lawrence,1,1
01844,MA,ZIP Code Area,Methuen,1,1
01845,MA,ZIP Code Area,North Andover,1,1
01850,MA,ZIP Code Area,Lowell,1,1
01851,MA,ZIP Code Area,Lowell,1,1
01852,MA,ZIP Code Area,Lowell,1,1
01853,MA,Post Office or large volume customer,Lowell,1,1
01854,MA,ZIP Code Area,Lowell,1,1
01860,MA,ZIP Code Area,Merrimac,1,1
01862,MA,ZIP Code Area,North Billerica,1,1
01863,MA,ZIP Code Area,North Chelmsford,1,1
01864,MA,ZIP Code Area,North Reading,1,1
01865,MA,Post Office or large volume customer,Nutting Lake,1,1
01866,MA,Post Office or large volume customer,Pinehurst,1,1
01867,MA,ZIP Code Area,Reading,1,1
01876,MA,ZIP Code Area,Tewksbury,1,1
01879,MA,ZIP Code Area,Tyngsboro,1,1
01880,MA,ZIP Code Area,Wakefield,1,1
01885,MA,Post Office or large volume customer,West Boxford,2,2
01886,MA,ZIP Code Area,Westford,1,1
01887,MA,ZIP Code Area,Wilmington,1,1
01888,MA,Post Office or large volume customer,Woburn,1,1
01889,MA,Post Office or large volume customer,North Reading,1,1
01890,MA,ZIP Code Area,Winchester,1,1
01899,MA,Post Office or large volume customer,Andover,1,1
01901,MA,ZIP Code Area,Lynn,1,1
01902,MA,ZIP Code Area,Lynn,1,1
01903,MA,Post Office or large volume customer,Lynn,1,1
01904,MA,ZIP Code Area,Lynn,1,1
01905,MA,ZIP Code Area,Lynn,1,1
01906,MA,ZIP Code Area,Saugus,1,1
01907,MA,ZIP Code Area,Swampscott,1,1
01908,MA,ZIP Code Area,Nahant,1,1
01910,MA,Post Office or large volume customer,Lynn,1,1
01913,MA,ZIP Code Area,Amesbury,1,1
01915,MA,ZIP Code Area,Beverly,1,1
01921,MA,ZIP Code Area,Boxford,2,2
01922,MA,ZIP Code Area,Byfield,2,2
01923,MA,ZIP Code Area,Danvers,1,1
01929,MA,ZIP Code Area,Essex,2,2
01930,MA,ZIP Code Area,Gloucester,1,1
01931,MA,Post Office or large volume customer,Gloucester,1,1
01936,MA,Post Office or large volume customer,Hamilton,1,1
01937,MA,Post Office or large volume customer,Hathorne,1,1
01938,MA,ZIP Code Area,Ipswich,2,2
01940,MA,ZIP Code Area,Lynnfield,1,1
01944,MA,ZIP Code Area,Manchester,1,1
01945,MA,ZIP Code Area,Marblehead,1,1
01949,MA,ZIP Code Area,Middleton,1,1
01950,MA,ZIP Code Area,Newburyport,1,1
01951,MA,ZIP Code Area,Newbury,2,2
01952,MA,ZIP Code Area,Salisbury,1,1
01960,MA,ZIP Code Area,Peabody,1,1
01961,MA,Post Office or large volume customer,Peabody,1,1
01965,MA,ZIP Code Area,Prides Crossing,1,1
01966,MA,ZIP Code Area,Rockport,1,1
01969,MA,ZIP Code Area,Rowley,2,2
01970,MA,ZIP Code Area,Salem,1,1
01971,MA,Post Office or large volume customer,Salem,1,1
01982,MA,ZIP Code Area,South Hamilton,1,1
01983,MA,ZIP Code Area,Topsfield,1,1
01984,MA,ZIP Code Area,Wenham,1,1
01985,MA,ZIP Code Area,West Newbury,2,2
02018,MA,Post Office or large volume customer,Accord,1,1
02019,MA,ZIP Code Area,Bellingham,1,1
02020,MA,ZIP Code Area,Brant Rock,1,1
02021,MA,ZIP Code Area,Canton,1,1
02025,MA,ZIP Code Area,Cohasset,1,1
02026,MA,ZIP Code Area,Dedham,1,1
02027,MA,Post Office or large volume customer,Dedham,1,1
02030,MA,ZIP Code Area,Dover,1,1
02032,MA,ZIP Code Area,East Walpole,1,1
02035,MA,ZIP Code Area,Foxboro,1,1
02038,MA,ZIP Code Area,Franklin,1,1
02040,MA,Post Office or large volume customer,Greenbush,1,1
02041,MA,Post Office or large volume customer,Green Harbor,1,1
02043,MA,ZIP Code Area,Hingham,1,1
02044,MA,Post Office or large volume customer,Hingham,1,1
02045,MA,ZIP Code Area,Hull,1,1
02047,MA,ZIP Code Area,Humarock,1,1
02048,MA,ZIP Code Area,Mansfield,1,1
02050,MA,ZIP Code Area,Marshfield,1,1
02051,MA,Post Office or large volume customer,Marshfield Hills,1,1
02052,MA,ZIP Code Area,Medfield,1,1
02053,MA,ZIP Code Area,Medway,1,1
02054,MA,ZIP Code Area,Millis,1,1
02055,MA,Post Office or large volume customer,Minot,1,1
02056,MA,ZIP Code Area,Norfolk,1,1
02059,MA,Post Office or large volume customer,North Marshfield,1,1
02060,MA,Post Office or large volume customer,North Scituate,1,1
02061,MA,ZIP Code Area,Norwell,1,1
02062,MA,ZIP Code Area,Norwood,1,1
02065,MA,Post Office or large volume customer,Ocean Bluff,1,1
02066,MA,ZIP Code Area,Scituate,1,1
02067,MA,ZIP Code Area,Sharon,1,1
02070,MA,Post Office or large volume customer,Sheldonville,2,2
02071,MA,ZIP Code Area,South Walpole,1,1
02072,MA,ZIP Code Area,Stoughton,1,1
02081,MA,ZIP Code Area,Walpole,1,1
02090,MA,ZIP Code Area,Westwood,1,1
02093,MA,ZIP Code Area,Wrentham,1,1
02108,MA,ZIP Code Area,Boston,1,1
02109,MA,ZIP Code Area,Boston,1,1
02110,MA,ZIP Code Area,Boston,1,1
02111,MA,ZIP Code Area,Boston,1,1
02112,MA,Post Office or large volume customer,Boston,1,1
02113,MA,ZIP Code Area,Boston,1,1
02114,MA,ZIP Code Area,Boston,1,1
02115,MA,ZIP Code Area,Boston,1,1
02116,MA,ZIP Code Area,Boston,1,1
02117,MA,Post Office or large volume customer,Boston,1,1
02118,MA,ZIP Code Area,Boston,1,1
02119,MA,ZIP Code Area,Roxbury,1,1
02120,MA,ZIP Code Area,Roxbury Crossing,1,1
02121,MA,ZIP Code Area,Dorchester,1,1
02122,MA,ZIP Code Area,Dorchester,1,1
02123,MA,Post Office or large volume customer,Boston,1,1
02124,MA,ZIP Code Area,Dorchester Center,1,1
02125,MA,ZIP Code Area,Dorchester,1,1
02126,MA,ZIP Code Area,Mattapan,1,1
02127,MA,ZIP Code Area,South Boston,1,1
02128,MA,ZIP Code Area,East Boston,1,1
02129,MA,ZIP Code Area,Charlestown,1,1
02130,MA,ZIP Code Area,Jamaica Plain,1,1
02131,MA,ZIP Code Area,Roslindale,1,1
02132,MA,ZIP Code Area,West Roxbury,1,1
02133,MA,Post Office or large volume customer,Boston,1,1
02134,MA,ZIP Code Area,Allston,1,1
02135,MA,ZIP Code Area,Brighton,1,1
02136,MA,ZIP Code Area,Hyde Park,1,1
02137,MA,Post Office or large volume customer,Readville,1,1
02138,MA,ZIP Code Area,Cambridge,1,1
02139,MA,ZIP Code Area,Cambridge,1,1
02140,MA,ZIP Code Area,Cambridge,1,1
02141,MA,ZIP Code Area,Cambridge,1,1
02142,MA,ZIP Code Area,Cambridge,1,1
02143,MA,ZIP Code Area,Somerville,1,1
02144,MA,ZIP Code Area,Somerville,1,1
02145,MA,ZIP Code Area,Somerville,1,1
02148,MA,ZIP Code Area,Malden,1,1
02149,MA,ZIP Code Area,Everett,1,1
02150,MA,ZIP Code Area,Chelsea,1,1
02151,MA,ZIP Code Area,Revere,1,1
02152,MA,ZIP Code Area,Winthrop,1,1
02153,MA,ZIP Code Area,Medford,1,1
02155,MA,ZIP Code Area,Medford,1,1
02156,MA,Post Office or large volume customer,West Medford,1,1
02163,MA,ZIP Code Area,Boston,1,1
02169,MA,ZIP Code Area,Quincy,1,1
02170,MA,ZIP Code Area,Quincy,1,1
02171,MA,ZIP Code Area,Quincy,1,1
02176,MA,ZIP Code Area,Melrose,1,1
02180,MA,ZIP Code Area,Stoneham,1,1
02184,MA,ZIP Code Area,Braintree,1,1
02185,MA,Post Office or large volume customer,Braintree,1,1
02186,MA,ZIP Code Area,Milton,1,1
02187,MA,Post Office or large volume customer,Milton Village,1,1
02188,MA,ZIP Code Area,Weymouth,1,1
02189,MA,ZIP Code Area,East Weymouth,1,1
02190,MA,ZIP Code Area,South Weymouth,1,1
02191,MA,ZIP Code Area,North Weymouth,1,1
02196,MA,Post Office or large volume customer,Boston,1,1
02199,MA,ZIP Code Area,Boston,1,1
02201,MA,Post Office or large volume customer,Boston,1,1
02203,MA,Post Office or large volume customer,Boston,1,1
02204,MA,Post Office or large volume customer,Boston,1,1
02205,MA,Post Office or large volume customer,Boston,1,1
02206,MA,Post Office or large volume customer,Boston,1,1
02210,MA,ZIP Code Area,Boston,1,1
02211,MA,Post Office or large volume customer,Boston,1,1
02212,MA,Post Office or large volume customer,Boston,1,1
02215,MA,ZIP Code Area,Boston,1,1
02217,MA,Post Office or large volume customer,Boston,1,1
02222,MA,Post Office or large volume customer,Boston,1,1
02238,MA,Post Office or large volume customer,Cambridge,1,1
02241,MA,Post Office or large volume customer,Boston,1,1
02269,MA,Post Office or large volume customer,Quincy,1,1
02283,MA,Post Office or large volume customer,Boston,1,1
02284,MA,Post Office or large volume customer,Boston,1,1
02293,MA,Post Office or large volume customer,Boston,1,1
02297,MA,Post Office or large volume customer,Boston,1,1
02298,MA,Post Office or large volume customer,Boston,1,1
02301,MA,ZIP Code Area,Brockton,1,1
02302,MA,ZIP Code Area,Brockton,1,1
02303,MA,Post Office or large volume customer,Brockton,1,1
02304,MA,Post Office or large volume customer,Brockton,1,1
02305,MA,Post Office or large volume customer,Brockton,1,1
02322,MA,ZIP Code Area,Avon,1,1
02324,MA,ZIP Code Area,Bridgewater,1,1
02325,MA,ZIP Code Area,Bridgewater,1,1
02327,MA,Post Office or large volume customer,Bryantville,1,1
02330,MA,ZIP Code Area,Carver,1,1
02331,MA,Post Office or large volume customer,Duxbury,1,1
02332,MA,ZIP Code Area,Duxbury,1,1
02333,MA,ZIP Code Area,East Bridgewater,1,1
02334,MA,Post Office or large volume customer,Easton,1,1
02337,MA,Post Office or large volume customer,Elmwood,1,1
02338,MA,ZIP Code Area,Halifax,1,1
02339,MA,ZIP Code Area,Hanover,1,1
02341,MA,ZIP Code Area,Hanson,1,1
02343,MA,ZIP Code Area,Holbrook,1,1
02344,MA,Post Office or large volume customer,Middleboro,2,2
02345,MA,Post Office or large volume customer,Manomet,1,1
02346,MA,ZIP Code Area,Middleboro,2,2
02347,MA,ZIP Code Area,Lakeville,1,1
02348,MA,Post Office or large volume customer,Lakeville,1,1
02349,MA,Post Office or large volume customer,Middleboro,1,1
02350,MA,Post Office or large volume customer,Monponsett,1,1
02351,MA,ZIP Code Area,Abington,1,1
02355,MA,Post Office or large volume customer,North Carver,1,1
02356,MA,ZIP Code Area,North Easton,1,1
02357,MA,Post Office or large volume customer,North Easton,1,1
02358,MA,Post Office or large volume customer,North Pembroke,1,1
02359,MA,ZIP Code Area,Pembroke,1,1
02360,MA,ZIP Code Area,Plymouth,1,1
02361,MA,Post Office or large volume customer,Plymouth,1,1
02362,MA,Post Office or large volume customer,Plymouth,1,1
02364,MA,ZIP Code Area,Kingston,1,1
02366,MA,Post Office or large volume customer,South Carver,2,2.1
02367,MA,ZIP Code Area,Plympton,2,2
02368,MA,ZIP Code Area,Randolph,1,1
02370,MA,ZIP Code Area,Rockland,1,1
02375,MA,ZIP Code Area,South Easton,1,1
02379,MA,ZIP Code Area,West Bridgewater,1,1
02381,MA,Post Office or large volume customer,White Horse Beach,1,1
02382,MA,ZIP Code Area,Whitman,1,1
02420,MA,ZIP Code Area,Lexington,1,1
02421,MA,ZIP Code Area,Lexington,1,1
02445,MA,ZIP Code Area,Brookline,1,1
02446,MA,ZIP Code Area,Brookline,1,1
02447,MA,Post Office or large volume customer,Brookline Village,1,1
02451,MA,ZIP Code Area,Waltham,1,1
02452,MA,ZIP Code Area,Waltham,1,1
02453,MA,ZIP Code Area,Waltham,1,1
02454,MA,Post Office or large volume customer,Waltham,1,1
02455,MA,Post Office or large volume customer,North Waltham,1,1
02456,MA,Post Office or large volume customer,New Town,1,1
02457,MA,Post Office or large volume customer,Babson Park,1,1
02458,MA,ZIP Code Area,Newton,1,1
02459,MA,ZIP Code Area,Newton Center,1,1
02460,MA,ZIP Code Area,Newtonville,1,1
02461,MA,ZIP Code Area,Newton Highlands,1,1
02462,MA,ZIP Code Area,Newton Lower Falls,1,1
02464,MA,ZIP Code Area,Newton Upper Falls,1,1
02465,MA,ZIP Code Area,West Newton,1,1
02466,MA,ZIP Code Area,Auburndale,1,1
02467,MA,ZIP Code Area,Chestnut Hill,1,1
02468,MA,ZIP Code Area,Waban,1,1
02471,MA,Post Office or large volume customer,Watertown,1,1
02472,MA,ZIP Code Area,Watertown,1,1
02474,MA,ZIP Code Area,Arlington,1,1
02475,MA,Post Office or large volume customer,Arlington Heights,1,1
02476,MA,ZIP Code Area,Arlington,1,1
02477,MA,Post Office or large volume customer,Watertown,1,1
02478,MA,ZIP Code Area,Belmont,1,1
02479,MA,Post Office or large volume customer,Waverley,1,1
02481,MA,ZIP Code Area,Wellesley Hills,1,1
02482,MA,ZIP Code Area,Wellesley,1,1
02492,MA,ZIP Code Area,Needham,1,1
02493,MA,ZIP Code Area,Weston,1,1
02494,MA,ZIP Code Area,Needham Heights,1,1
02495,MA,Post Office or large volume customer,Nonantum,1,1
02532,MA,ZIP Code Area,Buzzards Bay,1,1
02534,MA,ZIP Code Area,Cataumet,1,1
02535,MA,ZIP Code Area,Chilmark,10,10.2
02536,MA,ZIP Code Area,East Falmouth,1,1
02537,MA,ZIP Code Area,East Sandwich,1,1
02538,MA,ZIP Code Area,East Wareham,1,1
02539,MA,ZIP Code Area,Edgartown,4,4
02540,MA,ZIP Code Area,Falmouth,1,1
02541,MA,Post Office or large volume customer,Falmouth,1,1
02542,MA,ZIP Code Area,Buzzards Bay,10,10.1
02543,MA,ZIP Code Area,Woods Hole,1,1
02552,MA,Post Office or large volume customer,Menemsha,10,10.2
02553,MA,Post Office or large volume customer,Monument Beach,1,1
02554,MA,ZIP Code Area,Nantucket,4,4
02556,MA,ZIP Code Area,North Falmouth,1,1
02557,MA,ZIP Code Area,Oak Bluffs,4,4
02558,MA,ZIP Code Area,Onset,1,1
02559,MA,ZIP Code Area,Pocasset,1,1
02561,MA,ZIP Code Area,Sagamore,1,1
02562,MA,ZIP Code Area,Sagamore Beach,1,1
02563,MA,ZIP Code Area,Sandwich,1,1
02564,MA,Post Office or large volume customer,Siasconset,5,5
02568,MA,ZIP Code Area,Vineyard Haven,4,4
02571,MA,ZIP Code Area,Wareham,1,1
02574,MA,Post Office or large volume customer,West Falmouth,1,1
02575,MA,ZIP Code Area,West Tisbury,10,10.2
02576,MA,ZIP Code Area,West Wareham,1,1
02584,MA,Post Office or large volume customer,Nantucket,4,4
02601,MA,ZIP Code Area,Hyannis,1,1
02630,MA,ZIP Code Area,Barnstable,1,1
02631,MA,ZIP Code Area,Brewster,1,1
02632,MA,ZIP Code Area,Centerville,1,1
02633,MA,ZIP Code Area,Chatham,1,1
02634,MA,Post Office or large volume customer,Centerville,1,1
02635,MA,ZIP Code Area,Cotuit,1,1
02637,MA,ZIP Code Area,Cummaquid,1,1
02638,MA,ZIP Code Area,Dennis,1,1
02639,MA,ZIP Code Area,Dennis Port,1,1
02641,MA,ZIP Code Area,East Dennis,1,1
02642,MA,ZIP Code Area,Eastham,1,1
02643,MA,Post Office or large volume customer,East Orleans,1,1
02644,MA,ZIP Code Area,Forestdale,1,1
02645,MA,ZIP Code Area,Harwich,1,1
02646,MA,ZIP Code Area,Harwich Port,1,1
02647,MA,Post Office or large volume customer,Hyannis Port,1,1
02648,MA,ZIP Code Area,Marstons Mills,1,1
02649,MA,ZIP Code Area,Mashpee,1,1
02650,MA,ZIP Code Area,North Chatham,1,1
02651,MA,Post Office or large volume customer,North Eastham,1,1
02652,MA,ZIP Code Area,North Truro,7,7
02653,MA,ZIP Code Area,Orleans,1,1
02655,MA,ZIP Code Area,Osterville,1,1
02657,MA,ZIP Code Area,Provincetown,7,7
02659,MA,ZIP Code Area,South Chatham,1,1
02660,MA,ZIP Code Area,South Dennis,1,1
02661,MA,Post Office or large volume customer,South Harwich,1,1
02662,MA,Post Office or large volume customer,South Orleans,1,1
02663,MA,Post Office or large volume customer,South Wellfleet,1,1
02664,MA,ZIP Code Area,South Yarmouth,1,1
02666,MA,ZIP Code Area,Truro,7,7
02667,MA,ZIP Code Area,Wellfleet,1,1
02668,MA,ZIP Code Area,West Barnstable,1,1
02669,MA,Post Office or large volume customer,West Chatham,1,1
02670,MA,ZIP Code Area,West Dennis,1,1
02671,MA,ZIP Code Area,West Harwich,1,1
02672,MA,Post Office or large volume customer,West Hyannisport,1,1
02673,MA,ZIP Code Area,West Yarmouth,1,1
02675,MA,ZIP Code Area,Yarmouth Port,1,1
02702,MA,ZIP Code Area,Assonet,2,2
02703,MA,ZIP Code Area,Attleboro,1,1
02712,MA,Post Office or large volume customer,Chartley,1,1
02713,MA,ZIP Code Area,Cuttyhunk,10,10.2
02714,MA,Post Office or large volume customer,Dartmouth,1,1
02715,MA,ZIP Code Area,Dighton,2,2
02717,MA,ZIP Code Area,East Freetown,3,3
02718,MA,ZIP Code Area,East Taunton,1,1
02719,MA,ZIP Code Area,Fairhaven,1,1
02720,MA,ZIP Code Area,Fall River,1,1
02721,MA,ZIP Code Area,Fall River,1,1
02722,MA,Post Office or large volume customer,Fall River,1,1
02723,MA,ZIP Code Area,Fall River,1,1
02724,MA,ZIP Code Area,Fall River,1,1
02725,MA,ZIP Code Area,Somerset,1,1
02726,MA,ZIP Code Area,Somerset,1,1
02738,MA,ZIP Code Area,Marion,1,1
02739,MA,ZIP Code Area,Mattapoisett,1,1
02740,MA,ZIP Code Area,New Bedford,1,1
02741,MA,Post Office or large volume customer,New Bedford,1,1
02742,MA,Post Office or large volume customer,New Bedford,1,1
02743,MA,ZIP Code Area,Acushnet,2,2
02744,MA,ZIP Code Area,New Bedford,1,1
02745,MA,ZIP Code Area,New Bedford,1,1
02746,MA,ZIP Code Area,New Bedford,1,1
02747,MA,ZIP Code Area,North Dartmouth,1,1
02748,MA,ZIP Code Area,South Dartmouth,1,1
02760,MA,ZIP Code Area,North Attleboro,1,1
02761,MA,Post Office or large volume customer,North Attleboro,1,1
02762,MA,ZIP Code Area,Plainville,1,1
02763,MA,ZIP Code Area,Attleboro Falls,1,1
02764,MA,ZIP Code Area,North Dighton,2,2
02766,MA,ZIP Code Area,Norton,1,1
02767,MA,ZIP Code Area,Raynham,1,1
02768,MA,Post Office or large volume customer,Raynham Center,1,1
02769,MA,ZIP Code Area,Rehoboth,2,2
02770,MA,ZIP Code Area,Rochester,3,3
02771,MA,ZIP Code Area,Seekonk,1,1
02777,MA,ZIP Code Area,Swansea,1,1
02779,MA,ZIP Code Area,Berkley,2,2
02780,MA,ZIP Code Area,Taunton,1,1
02790,MA,ZIP Code Area,Westport,2,2
02791,MA,ZIP Code Area,Westport Point,2,2
02801,RI,Post Office or large volume customer,Adamsville,2,2
02802,RI,ZIP Code Area,Albion,1,1
02804,RI,ZIP Code Area,Ashaway,2,2
02806,RI,ZIP Code Area,Barrington,1,1
02807,RI,ZIP Code Area,Block Island,10,10
02808,RI,ZIP Code Area,Bradford,4,4
02809,RI,ZIP Code Area,Bristol,1,1
02812,RI,ZIP Code Area,Carolina,2,2
02813,RI,ZIP Code Area,Charlestown,2,2
02814,RI,ZIP Code Area,Chepachet,2,2
02815,RI,ZIP Code Area,Clayville,2,2
02816,RI,ZIP Code Area,Coventry,1,1
02817,RI,ZIP Code Area,West Greenwich,2,2
02818,RI,ZIP Code Area,East Greenwich,1,1
02822,RI,ZIP Code Area,Exeter,2,2
02823,RI,Post Office or large volume customer,Fiskeville,1,1
02824,RI,ZIP Code Area,Forestdale,1,1
02825,RI,ZIP Code Area,Foster,2,2
02826,RI,ZIP Code Area,Glendale,1,1
02827,RI,ZIP Code Area,Greene,2,2
02828,RI,ZIP Code Area,Greenville,1,1
